# 20万分の1日本シームレス地質図V2
"RGB","comment"
"e6e8aa","[N3_snc] 新生代 新第三紀 中新世 メッシニアン期〜鮮新世, 非海成層 礫岩"
"e6ebb4","[Q2_v_ad] 新生代 第四紀 チバニアン期, 火山岩 岩屑なだれ堆積物"
"e6f0c8","[Q3_v_ad] 新生代 第四紀 後期更新世, 火山岩 岩屑なだれ堆積物"
"e6f5dc","[H_v_ad] 新生代 第四紀 完新世, 火山岩 岩屑なだれ堆積物"
"e6ffd2","[Q1-21_so] 新生代 第四紀 更新世 ジェラシアン期〜前期チバニアン期, 海成層"
"e6ffff","[H_sad] 新生代 第四紀 完新世, 谷底平野・山間盆地・河川・海岸平野堆積物"
"e7385d","[K12_pim_a] 中生代 前期白亜紀 アプチアン期〜アルビアン期, 花崗閃緑岩・トーナル岩 塊状 島弧・大陸"
"e75f14","[K11-121_mrch_hlb] 中生代 前期白亜紀 ベリアシアン期〜アプチアン期, 変成チャート 高P/T型広域変成岩　ローソン石青色片岩亜相"
"e76727","[Pg1_mghpe_cb] 新生代 古第三紀 暁新世 ダニアン期〜始新世 ヤプレシアン期, 泥質グラノフェルス（泥質ホルンフェルスを含む） 接触変成岩 黒雲母帯"
"e76767","[Pg1_mghpe_ckc] 新生代 古第三紀 暁新世 ダニアン期〜始新世 ヤプレシアン期, 泥質グラノフェルス（泥質ホルンフェルスを含む） 接触変成岩 カリ長石菫青石帯"
"e767a7","[Pg1_mghpe_cph] 新生代 古第三紀 暁新世 ダニアン期〜始新世 ヤプレシアン期, 泥質グラノフェルス（泥質ホルンフェルスを含む） 接触変成岩 斜方輝石帯（輝石ホルンフェルス相）"
"e76a4c","[P1_vi_al] 古生代 ペルム紀 シスウラリアン世, 安山岩・玄武岩質安山岩・粗面安山岩 溶岩・火砕岩"
"e7a100","[Q12_vis_al] 新生代 第四紀 更新世 カラブリアン期, 安山岩・玄武岩質安山岩 溶岩・火砕岩"
"e7c0a2","[Q12_vis_ap] 新生代 第四紀 更新世 カラブリアン期, 安山岩・玄武岩質安山岩 大規模火砕流"
"e7c393","[N1_vis_ap] 新生代 新第三紀 中新世 バーディガリアン期〜前期ランギアン期, 安山岩・玄武岩質安山岩 大規模火砕流"
"e7de12","[Tr2-3_soss_Tr] 中生代 中期三畳紀〜後期三畳紀, 海成層 砂岩 中期-後期三畳紀付加体"
"e7df1f","[Tr1-21_sbss] 中生代 前期三畳紀〜後期三畳紀 アニシアン期, 汽水成層ないし海成・非海成混合層 砂岩"
"e7e90d","[Tr1-21_snss] 中生代 前期三畳紀〜後期三畳紀 アニシアン期, 非海成層 砂岩"
"e8382f","[Pg4_vaa_ai] 新生代 古第三紀 漸新世 チャッティアン期〜新第三紀 中新世 アキタニアン期, 粗面岩 貫入岩"
"e85f14","[Tr22-J31_mrch_hlb] 中生代 後期三畳紀 ラディニアン期〜後期ジュラ紀 オックスフォーディアン期, 変成チャート 高P/T型広域変成岩　ローソン石青色片岩亜相"
"e86828","[Pg2_mghpe_cb] 新生代 古第三紀 始新世 ルテシアン期〜プリアボニアン期, 泥質グラノフェルス（泥質ホルンフェルスを含む） 接触変成岩 黒雲母帯"
"e86868","[Pg2_mghpe_ckc] 新生代 古第三紀 始新世 ルテシアン期〜プリアボニアン期, 泥質グラノフェルス（泥質ホルンフェルスを含む） 接触変成岩 カリ長石菫青石帯"
"e868a8","[Pg2_mghpe_cph] 新生代 古第三紀 始新世 ルテシアン期〜プリアボニアン期, 泥質グラノフェルス（泥質ホルンフェルスを含む） 接触変成岩 斜方輝石帯（輝石ホルンフェルス相）"
"e89800","[P2-Tr32_soh_Tr] 古生代 ペルム紀 グアダルピアン世〜中生代 後期三畳紀 ノーリアン期, チャート 中期-後期三畳紀付加体"
"e8ae12","[Pg4_vis_al] 新生代 古第三紀 漸新世 チャッティアン期〜新第三紀 中新世 アキタニアン期, 安山岩・玄武岩質安山岩 溶岩・火砕岩"
"e8e914","[Tr22-3_snss] 中生代 後期三畳紀 ラディニアン期〜後期三畳紀, 非海成層 砂岩"
"e95f14","[D3-P1_mrch_hlb] 古生代 後期デボン紀〜ペルム紀 シスウラリアン世, 変成チャート 高P/T型広域変成岩　ローソン石青色片岩亜相"
"e96929","[Pg3_mghpe_cb] 新生代 古第三紀 漸新世 ルペリアン期, 泥質グラノフェルス（泥質ホルンフェルスを含む） 接触変成岩 黒雲母帯"
"e96969","[Pg3_mghpe_ckc] 新生代 古第三紀 漸新世 ルペリアン期, 泥質グラノフェルス（泥質ホルンフェルスを含む） 接触変成岩 カリ長石菫青石帯"
"e969a9","[Pg3_mghpe_cph] 新生代 古第三紀 漸新世 ルペリアン期, 泥質グラノフェルス（泥質ホルンフェルスを含む） 接触変成岩 斜方輝石帯（輝石ホルンフェルス相）"
"e9d700","[Pg2-N121_mrps_lb] 新生代 古第三紀 始新世 ルテシアン期〜新第三紀 中新世 後期バーディガリアン期, 変成砂岩 低P/T型広域変成岩　黒雲母帯"
"e9e01b","[J1-22_soss_J1] 中生代 前期ジュラ紀〜中期ジュラ紀 バッジョシアン期, 海成層 砂岩 前期-中期ジュラ紀付加体"
"e9e200","[K22_soss] 中生代 後期白亜紀 カンパニアン期〜マーストリヒチアン期, 海成層 砂岩"
"e9e91b","[J1_snss] 中生代 前期ジュラ紀, 非海成層 砂岩"
"ea1a43","[K12_pin_a] 中生代 前期白亜紀 アプチアン期〜アルビアン期, 花崗閃緑岩・トーナル岩 片麻状 島弧・大陸"
"ea5f14","[K122-Pg12_mpysi_hc] 中生代 前期白亜紀 アルビアン期〜新生代 古第三紀 暁新世 セランディアン期, 珪質千枚岩 高P/T型広域変成岩　緑泥石帯"
"ea6a2a","[Pg4_mghpe_cb] 新生代 古第三紀 漸新世 チャッティアン期〜新第三紀 中新世 アキタニアン期, 泥質グラノフェルス（泥質ホルンフェルスを含む） 接触変成岩 黒雲母帯"
"ea6a6a","[Pg4_mghpe_ckc] 新生代 古第三紀 漸新世 チャッティアン期〜新第三紀 中新世 アキタニアン期, 泥質グラノフェルス（泥質ホルンフェルスを含む） 接触変成岩 カリ長石菫青石帯"
"ea6aaa","[Pg4_mghpe_cph] 新生代 古第三紀 漸新世 チャッティアン期〜新第三紀 中新世 アキタニアン期, 泥質グラノフェルス（泥質ホルンフェルスを含む） 接触変成岩 斜方輝石帯（輝石ホルンフェルス相）"
"eacafe","[Pg4_vaa_ap] 新生代 古第三紀 漸新世 チャッティアン期〜新第三紀 中新世 アキタニアン期, 粗面岩 大規模火砕流"
"ead700","[K2-Pg12_mrps_lb] 中生代 後期白亜紀〜新生代 古第三紀 暁新世 セランディアン期, 変成砂岩 低P/T型広域変成岩　黒雲母帯"
"eae323","[Tr22-3_sbss] 中生代 後期三畳紀 ラディニアン期〜後期三畳紀, 汽水成層ないし海成・非海成混合層 砂岩"
"eae922","[J2_snss] 中生代 中期ジュラ紀, 非海成層 砂岩"
"eb5f14","[K112-121_mpysi_hc] 中生代 前期白亜紀 バランギニアン期〜アプチアン期, 珪質千枚岩 高P/T型広域変成岩　緑泥石帯"
"eb6161","[Q3_vas_al] 新生代 第四紀 後期更新世, デイサイト・流紋岩 溶岩・火砕岩"
"eb6b2b","[N1_mghpe_cb] 新生代 新第三紀 中新世 バーディガリアン期〜前期ランギアン期, 泥質グラノフェルス（泥質ホルンフェルスを含む） 接触変成岩 黒雲母帯"
"eb6b6b","[N1_mghpe_ckc] 新生代 新第三紀 中新世 バーディガリアン期〜前期ランギアン期, 泥質グラノフェルス（泥質ホルンフェルスを含む） 接触変成岩 カリ長石菫青石帯"
"eb6bab","[N1_mghpe_cph] 新生代 新第三紀 中新世 バーディガリアン期〜前期ランギアン期, 泥質グラノフェルス（泥質ホルンフェルスを含む） 接触変成岩 斜方輝石帯（輝石ホルンフェルス相）"
"eb6ca3","[O3-D1_va_al] 古生代 後期オルドビス紀〜前期デボン紀, デイサイト・流紋岩・粗面岩 溶岩・火砕岩"
"eb8504","[Q11_vas_ai] 新生代 第四紀 更新世 ジェラシアン期, デイサイト・流紋岩 貫入岩"
"ebd700","[K12_mrps_lb] 中生代 前期白亜紀 アプチアン期〜アルビアン期, 変成砂岩 低P/T型広域変成岩　黒雲母帯"
"ebe224","[J2-31_soss_J2] 中生代 中期ジュラ紀〜後期ジュラ紀 オックスフォーディアン期, 海成層 砂岩 中期-後期ジュラ紀付加体"
"ebe929","[J3_snss] 中生代 後期ジュラ紀, 非海成層 砂岩"
"ebf5ec","[N3_sosma] 新生代 新第三紀 中新世 メッシニアン期〜鮮新世, 海成層 砂岩泥岩互層"
"ebfa96","[Q32-33_ssd] 新生代 第四紀 後期更新世中期〜後期更新世後期, 海岸・砂丘堆積物"
"ebfabe","[Q22_ssd] 新生代 第四紀 後期チバニアン期, 海岸・砂丘堆積物"
"ebffaa","[Q31_ssd] 新生代 第四紀 後期更新世前期, 海岸・砂丘堆積物"
"ec5f14","[Tr22-J31_mpysi_hc] 中生代 後期三畳紀 ラディニアン期〜後期ジュラ紀 オックスフォーディアン期, 珪質千枚岩 高P/T型広域変成岩　緑泥石帯"
"ec6c2c","[N2_mghpe_cb] 新生代 新第三紀 中新世 後期ランギアン期〜トートニアン期, 泥質グラノフェルス（泥質ホルンフェルスを含む） 接触変成岩 黒雲母帯"
"ec6c6c","[N2_mghpe_ckc] 新生代 新第三紀 中新世 後期ランギアン期〜トートニアン期, 泥質グラノフェルス（泥質ホルンフェルスを含む） 接触変成岩 カリ長石菫青石帯"
"ec6cac","[N2_mghpe_cph] 新生代 新第三紀 中新世 後期ランギアン期〜トートニアン期, 泥質グラノフェルス（泥質ホルンフェルスを含む） 接触変成岩 斜方輝石帯（輝石ホルンフェルス相）"
"ec74a8","[D2-3_va_al] 古生代 中期デボン紀〜後期デボン紀, デイサイト・流紋岩・粗面岩 溶岩・火砕岩"
"eccca8","[Q11_vis_ap] 新生代 第四紀 更新世 ジェラシアン期, 安山岩・玄武岩質安山岩 大規模火砕流"
"eccea2","[N2_vis_ap] 新生代 新第三紀 中新世 後期ランギアン期〜トートニアン期, 安山岩・玄武岩質安山岩 大規模火砕流"
"ecd700","[Tr1-32_mrps_lb] 中生代 前期三畳紀〜後期三畳紀 ノーリアン期, 変成砂岩 低P/T型広域変成岩　黒雲母帯"
"ece930","[K11_snss] 中生代 前期白亜紀 ベリアシアン期〜バレミアン期, 非海成層 砂岩"
"ed5f14","[D3-P1_mpysi_hc] 古生代 後期デボン紀〜ペルム紀 シスウラリアン世, 珪質千枚岩 高P/T型広域変成岩　緑泥石帯"
"ed6d2d","[N3_mghpe_cb] 新生代 新第三紀 中新世 メッシニアン期〜鮮新世, 泥質グラノフェルス（泥質ホルンフェルスを含む） 接触変成岩 黒雲母帯"
"ed6d6d","[N3_mghpe_ckc] 新生代 新第三紀 中新世 メッシニアン期〜鮮新世, 泥質グラノフェルス（泥質ホルンフェルスを含む） 接触変成岩 カリ長石菫青石帯"
"ed6dad","[N3_mghpe_cph] 新生代 新第三紀 中新世 メッシニアン期〜鮮新世, 泥質グラノフェルス（泥質ホルンフェルスを含む） 接触変成岩 斜方輝石帯（輝石ホルンフェルス相）"
"ed7cad","[C_va_al] 古生代 石炭紀, デイサイト・流紋岩・粗面岩 溶岩・火砕岩"
"edbc0e","[N1_vis_al] 新生代 新第三紀 中新世 バーディガリアン期〜前期ランギアン期, 安山岩・玄武岩質安山岩 溶岩・火砕岩"
"edd700","[K22-Pg2_mrps_lgs] 中生代 後期白亜紀 カンパニアン期〜新生代 古第三紀 始新世 プリアボニアン期, 変成砂岩 低P/T型広域変成岩　緑色片岩相"
"ede42d","[J24-K11_soss_J3] 中生代 中期ジュラ紀 カロビアン期〜前期白亜紀 バレミアン期, 海成層 砂岩 後期ジュラ紀-前期白亜紀付加体"
"ede727","[J1_sbss] 中生代 前期ジュラ紀, 汽水成層ないし海成・非海成混合層 砂岩"
"ede937","[K12_snss] 中生代 前期白亜紀 アプチアン期〜アルビアン期, 非海成層 砂岩"
"ee5f14","[Ca-O_mpysi_hc] 古生代 カンブリア紀〜オルドビス紀, 珪質千枚岩 高P/T型広域変成岩　緑泥石帯"
"ee6e2e","[Q1_mghpe_cb] 新生代 第四紀 更新世 ジェラシアン期〜カラブリアン期, 泥質グラノフェルス（泥質ホルンフェルスを含む） 接触変成岩 黒雲母帯"
"ee6e6e","[Q1_mghpe_ckc] 新生代 第四紀 更新世 ジェラシアン期〜カラブリアン期, 泥質グラノフェルス（泥質ホルンフェルスを含む） 接触変成岩 カリ長石菫青石帯"
"ee6eae","[Q1_mghpe_cph] 新生代 第四紀 更新世 ジェラシアン期〜カラブリアン期, 泥質グラノフェルス（泥質ホルンフェルスを含む） 接触変成岩 斜方輝石帯（輝石ホルンフェルス相）"
"ee84b2","[P1_va_al] 古生代 ペルム紀 シスウラリアン世, デイサイト・流紋岩・粗面岩 溶岩・火砕岩"
"ee9800","[C13-J1_soh_J1] 古生代 石炭紀 ペンシルバニアン亜紀 後期ミシシッピアン亜紀〜中生代 前期ジュラ紀, チャート 前期-中期ジュラ紀付加体"
"eea4be","[K12-212_va_ol_K1] 中生代 前期白亜紀 アプチアン期〜後期白亜紀 チューロニアン期, デイサイト・流紋岩・粗面岩 海洋 前期白亜紀後期-後期白亜紀前期付加体"
"eecea3","[N1_soi] 新生代 新第三紀 中新世 バーディガリアン期〜前期ランギアン期, 海成層 珪質泥岩"
"eed700","[K22-Pg2_mrps_lra] 中生代 後期白亜紀 カンパニアン期〜新生代 古第三紀 始新世 プリアボニアン期, 変成砂岩 低P/T型広域変成岩　ぶどう石アクチノ閃石亜相"
"eee93e","[K21_snss] 中生代 後期白亜紀 セノマニアン期〜サントニアン期, 非海成層 砂岩"
"ef5f14","[K11-121_mpysi_hlb] 中生代 前期白亜紀 ベリアシアン期〜アプチアン期, 珪質千枚岩 高P/T型広域変成岩　ローソン石青色片岩亜相"
"ef6f2f","[O-D_mghps_cb] 古生代 オルドビス紀〜デボン紀, 砂質グラノフェルス（砂質ホルンフェルスを含む）  接触変成岩 黒雲母帯"
"ef6f6f","[O-D_mghps_ckc] 古生代 オルドビス紀〜デボン紀, 砂質グラノフェルス（砂質ホルンフェルスを含む）  接触変成岩 カリ長石菫青石帯"
"ef6faf","[O-D_mghps_cph] 古生代 オルドビス紀〜デボン紀, 砂質グラノフェルス（砂質ホルンフェルスを含む）  接触変成岩 斜方輝石帯（輝石ホルンフェルス相）"
"ef8cb7","[P2_va_al] 古生代 ペルム紀 グアダルピアン世, デイサイト・流紋岩・粗面岩 溶岩・火砕岩"
"efd63c","[Pg1_sns] 新生代 古第三紀 暁新世 ダニアン期〜始新世 ヤプレシアン期, 非海成層 砂岩，砂岩泥岩互層ないし砂岩・泥岩"
"efd700","[Tr1-32_mrps_mgs] 中生代 前期三畳紀〜後期三畳紀 ノーリアン期, 変成砂岩 中P/T型広域変成岩　緑色片岩相"
"efe636","[K12-212_soss_K1] 中生代 前期白亜紀 アプチアン期〜後期白亜紀 チューロニアン期, 海成層 砂岩 前期白亜紀後期-後期白亜紀前期付加体"
"efe900","[Pg1_soss] 新生代 古第三紀 暁新世 ダニアン期〜始新世 ヤプレシアン期, 海成層 砂岩"
"efe945","[K22_snss] 中生代 後期白亜紀 カンパニアン期〜マーストリヒチアン期, 非海成層 砂岩"
"f05f14","[Tr22-J31_mpysi_hlb] 中生代 後期三畳紀 ラディニアン期〜後期ジュラ紀 オックスフォーディアン期, 珪質千枚岩 高P/T型広域変成岩　ローソン石青色片岩亜相"
"f07030","[C_mghps_cb] 古生代 石炭紀, 砂質グラノフェルス（砂質ホルンフェルスを含む）  接触変成岩 黒雲母帯"
"f07070","[C_mghps_ckc] 古生代 石炭紀, 砂質グラノフェルス（砂質ホルンフェルスを含む）  接触変成岩 カリ長石菫青石帯"
"f070b0","[C_mghps_cph] 古生代 石炭紀, 砂質グラノフェルス（砂質ホルンフェルスを含む）  接触変成岩 斜方輝石帯（輝石ホルンフェルス相）"
"f094bc","[P3_va_al] 古生代 ペルム紀 ローピンジアン世, デイサイト・流紋岩・粗面岩 溶岩・火砕岩"
"f0d700","[Pg2-N121_mscps_lb] 新生代 古第三紀 始新世 ルテシアン期〜新第三紀 中新世 後期バーディガリアン期, 砂質片岩 低P/T型広域変成岩　黒雲母帯"
"f0d7ae","[N3_vis_ap] 新生代 新第三紀 中新世 メッシニアン期〜鮮新世, 安山岩・玄武岩質安山岩 大規模火砕流"
"f0eb2b","[J2_sbss] 中生代 中期ジュラ紀, 汽水成層ないし海成・非海成混合層 砂岩"
"f0ffc8","[Q32-H_sgd] 新生代 第四紀 後期更新世中期〜完新世, 氷河堆積物"
"f11d4d","[K21_pin_a] 中生代 後期白亜紀 セノマニアン期〜サントニアン期, 花崗閃緑岩・トーナル岩 片麻状 島弧・大陸"
"f15f14","[D3-P1_mpysi_hlb] 古生代 後期デボン紀〜ペルム紀 シスウラリアン世, 珪質千枚岩 高P/T型広域変成岩　ローソン石青色片岩亜相"
"f17131","[P_mghps_cb] 古生代 ペルム紀, 砂質グラノフェルス（砂質ホルンフェルスを含む）  接触変成岩 黒雲母帯"
"f17171","[P_mghps_ckc] 古生代 ペルム紀, 砂質グラノフェルス（砂質ホルンフェルスを含む）  接触変成岩 カリ長石菫青石帯"
"f171b1","[P_mghps_cph] 古生代 ペルム紀, 砂質グラノフェルス（砂質ホルンフェルスを含む）  接触変成岩 斜方輝石帯（輝石ホルンフェルス相）"
"f19cc1","[Tr22-3_va_al] 中生代 後期三畳紀 ラディニアン期〜後期三畳紀, デイサイト・流紋岩・粗面岩 溶岩・火砕岩"
"f1bb00","[Pg3-4_soi_N2] 新生代 古第三紀 漸新世 ルペリアン期〜新第三紀 中新世 アキタニアン期, 海成層 珪質泥岩 前期中新世後期-中期中新世付加体"
"f1d700","[K2-Pg12_mscps_lb] 中生代 後期白亜紀〜新生代 古第三紀 暁新世 セランディアン期, 砂質片岩 低P/T型広域変成岩　黒雲母帯"
"f1d841","[Pg2_sns] 新生代 古第三紀 始新世 ルテシアン期〜プリアボニアン期, 非海成層 砂岩，砂岩泥岩互層ないし砂岩・泥岩"
"f1e83f","[K212-22_soss_K2] 中生代 後期白亜紀 チューロニアン期〜マーストリヒチアン期, 海成層 砂岩 後期白亜紀付加体"
"f2406a","[K21_pim_a] 中生代 後期白亜紀 セノマニアン期〜サントニアン期, 花崗閃緑岩・トーナル岩 塊状 島弧・大陸"
"f25202","[K12_vas_ai] 中生代 前期白亜紀 アプチアン期〜アルビアン期, デイサイト・流紋岩 貫入岩"
"f25802","[K21_vas_ai] 中生代 後期白亜紀 セノマニアン期〜サントニアン期, デイサイト・流紋岩 貫入岩"
"f25e02","[K22_vas_ai] 中生代 後期白亜紀 カンパニアン期〜マーストリヒチアン期, デイサイト・流紋岩 貫入岩"
"f25f14","[K122-Pg12_mscsi_hc] 中生代 前期白亜紀 アルビアン期〜新生代 古第三紀 暁新世 セランディアン期, 珪質片岩 高P/T型広域変成岩　緑泥石帯"
"f26402","[Pg1_vas_ai] 新生代 古第三紀 暁新世 ダニアン期〜始新世 ヤプレシアン期, デイサイト・流紋岩 貫入岩"
"f26a02","[Pg2_vas_ai] 新生代 古第三紀 始新世 ルテシアン期〜プリアボニアン期, デイサイト・流紋岩 貫入岩"
"f27002","[Pg3_vas_ai] 新生代 古第三紀 漸新世 ルペリアン期, デイサイト・流紋岩 貫入岩"
"f27232","[Tr_mghps_cb] 中生代 三畳紀, 砂質グラノフェルス（砂質ホルンフェルスを含む）  接触変成岩 黒雲母帯"
"f27272","[Tr_mghps_ckc] 中生代 三畳紀, 砂質グラノフェルス（砂質ホルンフェルスを含む）  接触変成岩 カリ長石菫青石帯"
"f272b2","[Tr_mghps_cph] 中生代 三畳紀, 砂質グラノフェルス（砂質ホルンフェルスを含む）  接触変成岩 斜方輝石帯（輝石ホルンフェルス相）"
"f27502","[Pg4_vas_ai] 新生代 古第三紀 漸新世 チャッティアン期〜新第三紀 中新世 アキタニアン期, デイサイト・流紋岩 貫入岩"
"f27e02","[N1_vas_ai] 新生代 新第三紀 中新世 バーディガリアン期〜前期ランギアン期, デイサイト・流紋岩 貫入岩"
"f28a02","[N2_vas_ai] 新生代 新第三紀 中新世 後期ランギアン期〜トートニアン期, デイサイト・流紋岩 貫入岩"
"f29302","[N3_vas_ai] 新生代 新第三紀 中新世 メッシニアン期〜鮮新世, デイサイト・流紋岩 貫入岩"
"f29b76","[Q2_vas_al] 新生代 第四紀 チバニアン期, デイサイト・流紋岩 溶岩・火砕岩"
"f2a4c6","[J1_va_al] 中生代 前期ジュラ紀, デイサイト・流紋岩・粗面岩 溶岩・火砕岩"
"f2aec3","[K212-22_va_ol_K2] 中生代 後期白亜紀 チューロニアン期〜マーストリヒチアン期, デイサイト・流紋岩・粗面岩 海洋 後期白亜紀付加体"
"f2d700","[K12_mscps_lb] 中生代 前期白亜紀 アプチアン期〜アルビアン期, 砂質片岩 低P/T型広域変成岩　黒雲母帯"
"f32152","[K22_pin_a] 中生代 後期白亜紀 カンパニアン期〜マーストリヒチアン期, 花崗閃緑岩・トーナル岩 片麻状 島弧・大陸"
"f35f14","[K112-121_mscsi_hc] 中生代 前期白亜紀 バランギニアン期〜アプチアン期, 珪質片岩 高P/T型広域変成岩　緑泥石帯"
"f36d1f","[N3_mscpe_lgs] 新生代 新第三紀 中新世 メッシニアン期〜鮮新世, 泥質片岩 低P/T型広域変成岩　緑色片岩相"
"f37333","[J1-2_mghps_cb] 中生代 前期ジュラ紀〜中期ジュラ紀, 砂質グラノフェルス（砂質ホルンフェルスを含む）  接触変成岩 黒雲母帯"
"f37373","[J1-2_mghps_ckc] 中生代 前期ジュラ紀〜中期ジュラ紀, 砂質グラノフェルス（砂質ホルンフェルスを含む）  接触変成岩 カリ長石菫青石帯"
"f373b3","[J1-2_mghps_cph] 中生代 前期ジュラ紀〜中期ジュラ紀, 砂質グラノフェルス（砂質ホルンフェルスを含む）  接触変成岩 斜方輝石帯（輝石ホルンフェルス相）"
"f3985a","[Pg1_sbc] 新生代 古第三紀 暁新世 ダニアン期〜始新世 ヤプレシアン期, 汽水成層ないし海成・非海成混合層 礫岩"
"f39e72","[Pg2_sbc] 新生代 古第三紀 始新世 ルテシアン期〜プリアボニアン期, 汽水成層ないし海成・非海成混合層 礫岩"
"f3accb","[J2_va_al] 中生代 中期ジュラ紀, デイサイト・流紋岩・粗面岩 溶岩・火砕岩"
"f3af85","[Pg3_sbc] 新生代 古第三紀 漸新世 ルペリアン期, 汽水成層ないし海成・非海成混合層 礫岩"
"f3b600","[Pg3-4_soh_Pg4] 新生代 古第三紀 漸新世 ルペリアン期〜新第三紀 中新世 アキタニアン期, チャート 後期漸新世-中期中新世前期付加体"
"f3be85","[Pg4_sbc] 新生代 古第三紀 漸新世 チャッティアン期〜新第三紀 中新世 アキタニアン期, 汽水成層ないし海成・非海成混合層 礫岩"
"f3ce08","[N2_vis_al] 新生代 新第三紀 中新世 後期ランギアン期〜トートニアン期, 安山岩・玄武岩質安山岩 溶岩・火砕岩"
"f3cf8b","[N1_sbc] 新生代 新第三紀 中新世 バーディガリアン期〜前期ランギアン期, 汽水成層ないし海成・非海成混合層 礫岩"
"f3d700","[Tr1-32_mscps_lb] 中生代 前期三畳紀〜後期三畳紀 ノーリアン期, 砂質片岩 低P/T型広域変成岩　黒雲母帯"
"f3da47","[Pg3_sns] 新生代 古第三紀 漸新世 ルペリアン期, 非海成層 砂岩，砂岩泥岩互層ないし砂岩・泥岩"
"f3e2ac","[N2_sbc] 新生代 新第三紀 中新世 後期ランギアン期〜トートニアン期, 汽水成層ないし海成・非海成混合層 礫岩"
"f3e8aa","[N3_sbc] 新生代 新第三紀 中新世 メッシニアン期〜鮮新世, 汽水成層ないし海成・非海成混合層 礫岩"
"f3ea26","[Pg2_sbs] 新生代 古第三紀 始新世 ルテシアン期〜プリアボニアン期, 汽水成層ないし海成・非海成混合層 砂岩，砂岩泥岩互層ないし砂岩・泥岩"
"f3ea48","[K_soss_Ki] 中生代 白亜紀, 海成層 砂岩 白亜紀付加体"
"f3eb0d","[Pg2_soss] 新生代 古第三紀 始新世 ルテシアン期〜プリアボニアン期, 海成層 砂岩"
"f3ed35","[Pg3_sbs] 新生代 古第三紀 漸新世 ルペリアン期, 汽水成層ないし海成・非海成混合層 砂岩，砂岩泥岩互層ないし砂岩・泥岩"
"f3ef2f","[J3_sbss] 中生代 後期ジュラ紀, 汽水成層ないし海成・非海成混合層 砂岩"
"f3f044","[Pg4_sbs] 新生代 古第三紀 漸新世 チャッティアン期〜新第三紀 中新世 アキタニアン期, 汽水成層ないし海成・非海成混合層 砂岩，砂岩泥岩互層ないし砂岩・泥岩"
"f43f65","[K22_pim_a] 中生代 後期白亜紀 カンパニアン期〜マーストリヒチアン期, 花崗閃緑岩・トーナル岩 塊状 島弧・大陸"
"f45f14","[Tr22-J31_mscsi_hc] 中生代 後期三畳紀 ラディニアン期〜後期ジュラ紀 オックスフォーディアン期, 珪質片岩 高P/T型広域変成岩　緑泥石帯"
"f47434","[K11_mghps_cb] 中生代 前期白亜紀 ベリアシアン期〜バレミアン期, 砂質グラノフェルス（砂質ホルンフェルスを含む）  接触変成岩 黒雲母帯"
"f47474","[K11_mghps_ckc] 中生代 前期白亜紀 ベリアシアン期〜バレミアン期, 砂質グラノフェルス（砂質ホルンフェルスを含む）  接触変成岩 カリ長石菫青石帯"
"f474b4","[K11_mghps_cph] 中生代 前期白亜紀 ベリアシアン期〜バレミアン期, 砂質グラノフェルス（砂質ホルンフェルスを含む）  接触変成岩 斜方輝石帯（輝石ホルンフェルス相）"
"f49800","[C13-J22_soh_J2] 古生代 石炭紀 ペンシルバニアン亜紀 後期ミシシッピアン亜紀〜中生代 中期ジュラ紀 バッジョシアン期, チャート 中期-後期ジュラ紀付加体"
"f4b434","[Tr2-3_mmyry_dks] 中生代 中期三畳紀〜後期三畳紀, デイサイトマイロナイト・流紋岩マイロナイト 変位変成岩　珪線石カリ長石帯"
"f4b474","[Tr2-3_mmyry_dgc] 中生代 中期三畳紀〜後期三畳紀, デイサイトマイロナイト・流紋岩マイロナイト 変位変成岩 ざくろ石菫青石帯"
"f4b4b4","[Tr2-3_mmyry_dop] 中生代 中期三畳紀〜後期三畳紀, デイサイトマイロナイト・流紋岩マイロナイト 変位変成岩 斜方輝石帯（グラニュライト相）"
"f4b4d0","[J3_va_al] 中生代 後期ジュラ紀, デイサイト・流紋岩・粗面岩 溶岩・火砕岩"
"f4d700","[Pg2-N121_mscps_lkc] 新生代 古第三紀 始新世 ルテシアン期〜新第三紀 中新世 後期バーディガリアン期, 砂質片岩 低P/T型広域変成岩　カリ長石菫青石帯"
"f4dfca","[H2_or] 新生代 第四紀 後期完新世, 盛り土・埋立地・干拓地"
"f52557","[Pg1_pin_a] 新生代 古第三紀 暁新世 ダニアン期〜始新世 ヤプレシアン期, 花崗閃緑岩・トーナル岩 片麻状 島弧・大陸"
"f53535","[N12-211_pim_a_N2] 新生代 新第三紀 中新世 後期バーディガリアン期〜後期ランギアン期, 花崗閃緑岩・トーナル岩 塊状 島弧・大陸 前期中新世後期-中期中新世付加体"
"f55f14","[D3-P1_mscsi_hc] 古生代 後期デボン紀〜ペルム紀 シスウラリアン世, 珪質片岩 高P/T型広域変成岩　緑泥石帯"
"f57535","[K12_mghps_cb] 中生代 前期白亜紀 アプチアン期〜アルビアン期, 砂質グラノフェルス（砂質ホルンフェルスを含む）  接触変成岩 黒雲母帯"
"f57575","[K12_mghps_ckc] 中生代 前期白亜紀 アプチアン期〜アルビアン期, 砂質グラノフェルス（砂質ホルンフェルスを含む）  接触変成岩 カリ長石菫青石帯"
